Category,City,Country/Region,Customer ID,Customer Name,Order Date,Order ID,Postal Code,Product ID,Product Name,Region,Segment,State,Sub-Category,Discount,Profit,Quantity,Sales
Furniture,San Francisco,United States,EK-13795,Eileen Kiefer,3/18/2018,CA-2018-111871,94110,FUR-BO-10004218,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",West,Home Office,California,Bookcases,15.00%,$70 ,10,"$1,198 "
Furniture,San Francisco,United States,CS-12400,Christopher Schild,9/15/2021,CA-2021-127096,94109,FUR-TA-10003473,Bretford Rectangular Conference Table Tops,West,Home Office,California,Tables,20.00%,$11 ,1,$301 
Furniture,Los Angeles,United States,BT-11530,Bradley Talbott,2/26/2021,CA-2021-117212,90036,FUR-CH-10003973,GuestStacker Chair with Chrome Finish Legs,West,Home Office,California,Chairs,20.00%,$89 ,3,$892 
Furniture,Chico,United States,NF-18595,Nicole Fjeld,3/13/2019,US-2019-139675,95928,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,West,Home Office,California,Chairs,20.00%,$103 ,4,$915 
Furniture,Seattle,United States,TW-21025,Tamara Willingham,12/1/2019,CA-2019-137113,98105,FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,West,Home Office,Washington,Chairs,20.00%,$125 ,5,"$2,004 "
Furniture,Phoenix,United States,PS-18970,Paul Stevenson,5/11/2019,CA-2019-135727,85023,FUR-CH-10004540,Global Chrome Stack Chair,West,Home Office,Arizona,Chairs,20.00%,$17 ,7,$192 
Furniture,Los Angeles,United States,AT-10435,Alyssa Tate,12/9/2021,CA-2021-102407,90004,FUR-TA-10003748,Bevis 36 x 72 Conference Tables,West,Home Office,California,Tables,20.00%,$22 ,9,$896 
Furniture,San Francisco,United States,BC-11125,Becky Castell,5/19/2021,CA-2021-113530,94109,FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",West,Home Office,California,Chairs,20.00%,$43 ,12,$681 
Furniture,Detroit,United States,RB-19465,Rick Bensley,6/22/2021,CA-2021-105823,48227,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Central,Home Office,Michigan,Chairs,0.00%,$146 ,2,$488 
Furniture,Tulsa,United States,RB-19465,Rick Bensley,9/7/2018,CA-2018-117765,74133,FUR-CH-10004698,"Padded Folding Chairs, Black, 4/Carton",Central,Home Office,Oklahoma,Chairs,0.00%,$45 ,2,$162 
Furniture,Richmond,United States,HR-14770,Hallie Redmond,1/14/2021,CA-2021-113278,47374,FUR-FU-10001037,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Central,Home Office,Indiana,Furnishings,0.00%,$9 ,2,$19 
Furniture,Richmond,United States,TT-21460,Tonja Turnell,11/26/2021,CA-2021-141439,47374,FUR-FU-10001473,DAX Wood Document Frame,Central,Home Office,Indiana,Furnishings,0.00%,$10 ,2,$27 
Furniture,Olathe,United States,TA-21385,Tom Ashbrook,9/12/2018,US-2018-119081,66062,FUR-FU-10003464,"Seth Thomas 8 1/2"" Cubicle Clock",Central,Home Office,Kansas,Furnishings,0.00%,$13 ,2,$41 
Furniture,Jefferson City,United States,EL-13735,Ed Ludwig,4/22/2020,CA-2020-113061,65109,FUR-FU-10003975,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,Central,Home Office,Missouri,Furnishings,0.00%,$9 ,2,$87 
Furniture,Detroit,United States,SR-20425,Sharelle Roach,6/14/2018,CA-2018-140487,48234,FUR-BO-10000711,"Hon Metal Bookcases, Gray",Central,Home Office,Michigan,Bookcases,0.00%,$57 ,3,$213 
Furniture,Richmond,United States,TT-21460,Tonja Turnell,11/26/2021,CA-2021-141439,47374,FUR-CH-10004287,SAFCO Arco Folding Chair,Central,Home Office,Indiana,Chairs,0.00%,$240 ,3,$829 
Furniture,Roseville,United States,PO-19180,Philisse Overcash,11/10/2019,CA-2019-121783,55113,FUR-FU-10004351,Staple-based wall hangings,Central,Home Office,Minnesota,Furnishings,0.00%,$13 ,3,$29 
Furniture,Richmond,United States,TT-21460,Tonja Turnell,11/26/2021,CA-2021-141439,47374,FUR-TA-10001039,KI Adjustable-Height Table,Central,Home Office,Indiana,Tables,0.00%,$67 ,3,$258 
Furniture,Minneapolis,United States,BF-11215,Benjamin Farhat,6/9/2020,CA-2020-154662,55407,FUR-TA-10001771,"Bush Cubix Conference Tables, Fully Assembled",Central,Home Office,Minnesota,Tables,0.00%,$173 ,3,$693 
Furniture,Jackson,United States,MG-17650,Matthew Grinstein,12/12/2020,CA-2020-139395,49201,FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps,Central,Home Office,Michigan,Furnishings,0.00%,$9 ,4,$33 
Furniture,Saginaw,United States,ME-17320,Maria Etezadi,11/18/2021,CA-2021-143434,48601,FUR-FU-10002597,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",Central,Home Office,Michigan,Furnishings,0.00%,$8 ,4,$20 
Furniture,Saint Peters,United States,RD-19660,Robert Dilbeck,3/20/2020,CA-2020-127670,63376,FUR-TA-10001095,Chromcraft Round Conference Tables,Central,Home Office,Missouri,Tables,0.00%,$146 ,4,$697 
Furniture,Moorhead,United States,MP-17470,Mark Packer,11/17/2018,CA-2018-145926,56560,FUR-CH-10004289,Global Super Steno Chair,Central,Home Office,Minnesota,Chairs,0.00%,$82 ,5,$480 
Furniture,Lafayette,United States,SM-20320,Sean Miller,7/9/2021,CA-2021-145128,47905,FUR-FU-10000293,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Central,Home Office,Indiana,Furnishings,0.00%,$32 ,5,$526 
Furniture,Superior,United States,EM-14140,Eugene Moren,5/30/2020,CA-2020-152730,54880,FUR-FU-10001037,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Central,Home Office,Wisconsin,Furnishings,0.00%,$21 ,5,$47 
Furniture,Tulsa,United States,RB-19465,Rick Bensley,9/7/2018,CA-2018-117765,74133,FUR-TA-10001039,KI Adjustable-Height Table,Central,Home Office,Oklahoma,Tables,0.00%,$112 ,5,$430 
Furniture,Trenton,United States,MA-17560,Matt Abelman,8/8/2018,CA-2018-124478,48183,FUR-FU-10002088,Nu-Dell Float Frame 11 x 14 1/2,Central,Home Office,Michigan,Furnishings,0.00%,$23 ,6,$54 
Furniture,Dubuque,United States,DE-13255,Deanra Eno,9/24/2019,CA-2019-153381,52001,FUR-CH-10000988,Hon Olson Stacker Stools,Central,Home Office,Iowa,Chairs,0.00%,$394 ,10,"$1,408 "
Furniture,Dallas,United States,KM-16375,Katherine Murray,7/20/2018,CA-2018-143903,75217,FUR-CH-10002024,HON 5400 Series Task Chairs for Big and Tall,Central,Home Office,Texas,Chairs,30.00%,($140),2,$981 
Furniture,San Antonio,United States,MO-17800,Meg O'Connel,11/22/2019,CA-2019-139094,78207,FUR-TA-10004607,Hon 2111 Invitation Series Straight Table,Central,Home Office,Texas,Tables,30.00%,($33),2,$207 
Furniture,Houston,United States,RB-19705,Roger Barcio,12/26/2019,CA-2019-119550,77070,FUR-CH-10002044,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Central,Home Office,Texas,Chairs,30.00%,($90),3,$275 
Furniture,League City,United States,PV-18985,Paul Van Hugh,7/12/2018,CA-2018-161508,77573,FUR-CH-10002126,Hon Deluxe Fabric Upholstered Stacking Chairs,Central,Home Office,Texas,Chairs,30.00%,($15),3,$512 
Furniture,Dallas,United States,DB-13270,Deborah Brumfield,6/19/2021,CA-2021-154011,75081,FUR-TA-10000688,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Central,Home Office,Texas,Tables,30.00%,($85),3,$457 
Furniture,Normal,United States,DR-12940,Daniel Raglin,3/30/2019,CA-2019-104871,61761,FUR-CH-10003298,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",Central,Home Office,Illinois,Chairs,30.00%,($110),4,$367 
Furniture,Houston,United States,ED-13885,Emily Ducich,8/17/2021,CA-2021-133102,77095,FUR-CH-10002017,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,Central,Home Office,Texas,Chairs,30.00%,($2),4,$75 
Furniture,Elmhurst,United States,VF-21715,Vicky Freymann,3/1/2018,CA-2018-113880,60126,FUR-CH-10000863,Novimex Swivel Fabric Task Chair,Central,Home Office,Illinois,Chairs,30.00%,($172),6,$634 
Furniture,Odessa,United States,BC-11125,Becky Castell,9/13/2018,CA-2018-113859,79762,FUR-CH-10004698,"Padded Folding Chairs, Black, 4/Carton",Central,Home Office,Texas,Chairs,30.00%,($10),6,$340 
Furniture,Pasadena,United States,SN-20710,Steve Nguyen,11/18/2020,CA-2020-119963,77506,FUR-CH-10003817,"Global Value Steno Chair, Gray",Central,Home Office,Texas,Chairs,30.00%,($18),6,$255 
Furniture,Rockford,United States,SN-20710,Steve Nguyen,10/12/2021,CA-2021-152702,61107,FUR-CH-10002304,"Global Stack Chair without Arms, Black",Central,Home Office,Illinois,Chairs,30.00%,($18),14,$255 
Furniture,Houston,United States,MT-18070,Michelle Tran,9/25/2018,US-2018-112914,77041,FUR-BO-10003272,O'Sullivan Living Dimensions 5-Shelf Bookcases,Central,Home Office,Texas,Bookcases,32.00%,($97),2,$301 
Furniture,Chicago,United States,JK-16120,Julie Kriz,2/17/2021,CA-2021-154039,60653,FUR-TA-10001932,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Central,Home Office,Illinois,Tables,50.00%,($269),3,$481 
Furniture,Chicago,United States,GM-14455,Gary Mitchum,12/14/2021,CA-2021-122595,60653,FUR-FU-10002963,"Master Caster Door Stop, Gray",Central,Home Office,Illinois,Furnishings,60.00%,($1),1,$2 
Furniture,Austin,United States,JK-16120,Julie Kriz,5/11/2021,CA-2021-140298,78745,FUR-FU-10001967,Telescoping Adjustable Floor Lamp,Central,Home Office,Texas,Furnishings,60.00%,($7),1,$8 
Furniture,Chicago,United States,SJ-20125,Sanjit Jacobs,4/20/2021,CA-2021-166849,60610,FUR-FU-10004597,Eldon Cleatmat Chair Mats for Medium Pile Carpets,Central,Home Office,Illinois,Furnishings,60.00%,($52),2,$44 
Furniture,Houston,United States,ED-13885,Emily Ducich,8/17/2021,CA-2021-133102,77095,FUR-FU-10003247,36X48 HARDFLOOR CHAIRMAT,Central,Home Office,Texas,Furnishings,60.00%,($22),2,$17 
Furniture,Aurora,United States,JK-16120,Julie Kriz,9/3/2020,US-2020-100566,60505,FUR-FU-10003394,"Tenex ""The Solids"" Textured Chair Mats",Central,Home Office,Illinois,Furnishings,60.00%,($90),3,$84 
Furniture,Saint Charles,United States,MG-17890,Michael Granlund,12/29/2018,CA-2018-118276,60174,FUR-FU-10002111,"Master Caster Door Stop, Large Brown",Central,Home Office,Illinois,Furnishings,60.00%,($5),3,$9 
Furniture,Dallas,United States,BF-11170,Ben Ferrer,4/30/2020,US-2020-120460,75081,FUR-FU-10004973,Flat Face Poster Frame,Central,Home Office,Texas,Furnishings,60.00%,($10),3,$23 
Furniture,Dallas,United States,LS-16975,Lindsay Shagiari,11/12/2021,CA-2021-164168,75081,FUR-FU-10001756,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Central,Home Office,Texas,Furnishings,60.00%,($18),3,$23 
Furniture,Pharr,United States,MH-18115,Mick Hernandez,8/23/2020,US-2020-160528,78577,FUR-FU-10004973,Flat Face Poster Frame,Central,Home Office,Texas,Furnishings,60.00%,($10),3,$23 
Furniture,Dallas,United States,KM-16375,Katherine Murray,7/20/2018,CA-2018-143903,75217,FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps,Central,Home Office,Texas,Furnishings,60.00%,($14),5,$17 
Furniture,Pasadena,United States,BF-11005,Barry Franz,7/28/2020,US-2020-105452,77506,FUR-FU-10003691,"Eldon Image Series Desk Accessories, Ebony",Central,Home Office,Texas,Furnishings,60.00%,($10),5,$25 
Furniture,Pasadena,United States,BF-11005,Barry Franz,7/28/2020,US-2020-105452,77506,FUR-FU-10003806,"Tenex Chairmat w/ Average Lip, 45"" x 53""",Central,Home Office,Texas,Furnishings,60.00%,($378),5,$303 
Furniture,Baltimore,United States,MG-17890,Michael Granlund,7/16/2019,CA-2019-146948,21215,FUR-CH-10004853,"Global Manager's Adjustable Task Chair, Storm",East,Home Office,Maryland,Chairs,0.00%,$44 ,1,$151 
Furniture,Franklin,United States,DR-12940,Daniel Raglin,9/1/2019,CA-2019-104626,2038,FUR-CH-10003817,"Global Value Steno Chair, Gray",East,Home Office,Massachusetts,Chairs,0.00%,$15 ,1,$61 
Furniture,Clinton,United States,PS-18970,Paul Stevenson,10/4/2021,CA-2021-163818,20735,FUR-FU-10000076,24-Hour Round Wall Clock,East,Home Office,Maryland,Furnishings,0.00%,$9 ,1,$20 
Furniture,Cambridge,United States,PV-18985,Paul Van Hugh,3/11/2021,US-2021-133081,2138,FUR-FU-10001379,"Executive Impressions 16-1/2"" Circular Wall Clock",East,Home Office,Massachusetts,Furnishings,0.00%,$12 ,1,$27 
Furniture,Holyoke,United States,PP-18955,Paul Prost,7/6/2019,CA-2019-146087,1040,FUR-BO-10002824,Bush Mission Pointe Library,East,Home Office,Massachusetts,Bookcases,0.00%,$60 ,2,$302 
Furniture,Providence,United States,KM-16375,Katherine Murray,12/31/2018,CA-2018-133592,2908,FUR-BO-10000362,Sauder Inglewood Library Bookcases,East,Home Office,Rhode Island,Bookcases,0.00%,$79 ,2,$342 
Furniture,Danbury,United States,JB-16045,Julia Barnett,12/23/2021,CA-2021-110625,6810,FUR-FU-10001473,DAX Wood Document Frame,East,Home Office,Connecticut,Furnishings,0.00%,$10 ,2,$27 
Furniture,Columbia,United States,TH-21550,Tracy Hopkins,8/21/2021,CA-2021-112956,21044,FUR-FU-10003976,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",East,Home Office,Maryland,Furnishings,0.00%,$9 ,2,$25 
Furniture,Franklin,United States,DR-12940,Daniel Raglin,9/1/2019,CA-2019-104626,2038,FUR-FU-10000308,Deflect-o Glass Clear Studded Chair Mats,East,Home Office,Massachusetts,Furnishings,0.00%,$27 ,2,$124 
Furniture,New York City,United States,NF-18595,Nicole Fjeld,4/4/2019,CA-2019-110667,10009,FUR-FU-10004622,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,East,Home Office,New York,Furnishings,0.00%,$23 ,2,$108 
Furniture,Malden,United States,AP-10720,Anne Pryor,9/8/2020,US-2020-114174,2148,FUR-BO-10003450,"Bush Westfield Collection Bookcases, Dark Cherry Finish",East,Home Office,Massachusetts,Bookcases,0.00%,$14 ,3,$174 
Furniture,Fairfield,United States,AD-10180,Alan Dominguez,12/1/2021,CA-2021-143245,6824,FUR-CH-10000155,Global Comet Stacking Armless Chair,East,Home Office,Connecticut,Chairs,0.00%,$251 ,3,$897 
Furniture,Everett,United States,TH-21550,Tracy Hopkins,9/21/2019,CA-2019-117800,2149,FUR-CH-10000785,Global Ergonomic Managers Chair,East,Home Office,Massachusetts,Chairs,0.00%,$141 ,3,$543 
Furniture,New York City,United States,TH-21550,Tracy Hopkins,7/23/2019,CA-2019-120810,10009,FUR-FU-10002253,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",East,Home Office,New York,Furnishings,0.00%,$50 ,3,$129 
Furniture,Columbia,United States,TH-21550,Tracy Hopkins,8/21/2021,CA-2021-112956,21044,FUR-FU-10004960,"Seth Thomas 12"" Clock w/ Goldtone Case",East,Home Office,Maryland,Furnishings,0.00%,$31 ,4,$92 
Furniture,Paterson,United States,SN-20560,Skye Norling,9/11/2019,CA-2019-125934,7501,FUR-FU-10002107,Eldon Pizzaz Desk Accessories,East,Home Office,New Jersey,Furnishings,0.00%,$4 ,4,$9 
Furniture,Rome,United States,BE-11335,Bill Eplett,7/17/2021,US-2021-105046,13440,FUR-FU-10004848,DAX Solid Wood Frames,East,Home Office,New York,Furnishings,0.00%,$14 ,4,$39 
Furniture,Baltimore,United States,LS-16975,Lindsay Shagiari,11/28/2021,CA-2021-117702,21215,FUR-FU-10004270,"Eldon Image Series Desk Accessories, Burgundy",East,Home Office,Maryland,Furnishings,0.00%,$8 ,5,$21 
Furniture,Baltimore,United States,LS-16975,Lindsay Shagiari,11/28/2021,CA-2021-117702,21215,FUR-FU-10000576,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,East,Home Office,Maryland,Furnishings,0.00%,$273 ,5,"$1,049 "
Furniture,Providence,United States,KM-16375,Katherine Murray,12/31/2018,CA-2018-133592,2908,FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",East,Home Office,Rhode Island,Chairs,0.00%,$151 ,6,$606 
Furniture,Providence,United States,DB-13270,Deborah Brumfield,12/2/2020,CA-2020-163804,2908,FUR-FU-10004864,Eldon 500 Class Desk Accessories,East,Home Office,Rhode Island,Furnishings,0.00%,$24 ,6,$72 
Furniture,New York City,United States,BF-11215,Benjamin Farhat,11/9/2018,CA-2018-103219,10035,FUR-FU-10004091,"Eldon 200 Class Desk Accessories, Black",East,Home Office,New York,Furnishings,0.00%,$21 ,9,$57 
Furniture,New York City,United States,PP-18955,Paul Prost,9/8/2018,CA-2018-146815,10009,FUR-CH-10004289,Global Super Steno Chair,East,Home Office,New York,Chairs,10.00%,$13 ,2,$173 
Furniture,New York City,United States,BC-11125,Becky Castell,8/12/2020,CA-2020-143910,10011,FUR-CH-10000225,"Global Geo Office Task Chair, Gray",East,Home Office,New York,Chairs,10.00%,($8),2,$146 
Furniture,New York City,United States,RM-19675,Robert Marley,11/14/2018,CA-2018-166989,10011,FUR-CH-10001797,"Safco Chair Connectors, 6/Carton",East,Home Office,New York,Chairs,10.00%,$15 ,2,$69 
Furniture,New York City,United States,CC-12430,Chuck Clark,9/6/2019,CA-2019-150791,10024,FUR-CH-10000665,"Global Airflow Leather Mesh Back Chair, Black",East,Home Office,New York,Chairs,10.00%,$60 ,2,$272 
Furniture,New York City,United States,DB-13360,Dennis Bolton,4/26/2020,CA-2020-139556,10009,FUR-CH-10004983,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,East,Home Office,New York,Chairs,10.00%,$63 ,3,$435 
Furniture,Watertown,United States,MA-17995,Michelle Arnett,6/27/2021,CA-2021-123638,13601,FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",East,Home Office,New York,Chairs,10.00%,$32 ,3,$192 
Furniture,New York City,United States,TB-21190,Thomas Brumley,12/27/2018,CA-2018-163447,10011,FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo",East,Home Office,New York,Chairs,10.00%,$162 ,14,$767 
Furniture,Chester,United States,MH-18115,Mick Hernandez,3/10/2021,CA-2021-144638,19013,FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps,East,Home Office,Pennsylvania,Furnishings,20.00%,$1 ,1,$7 
Furniture,Philadelphia,United States,VT-21700,Valerie Takahito,4/5/2019,CA-2019-167010,19143,FUR-FU-10001037,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",East,Home Office,Pennsylvania,Furnishings,20.00%,$2 ,1,$8 
Furniture,Chester,United States,MH-18115,Mick Hernandez,3/10/2021,CA-2021-144638,19013,FUR-FU-10003535,Howard Miller Distant Time Traveler Alarm Clock,East,Home Office,Pennsylvania,Furnishings,20.00%,$12 ,2,$44 
Furniture,Philadelphia,United States,JK-16120,Julie Kriz,10/4/2019,CA-2019-134859,19134,FUR-FU-10003623,"DataProducts Ampli Magnifier Task Lamp, Black,",East,Home Office,Pennsylvania,Furnishings,20.00%,$6 ,3,$65 
Furniture,Philadelphia,United States,MO-17800,Meg O'Connel,4/22/2021,CA-2021-169054,19140,FUR-FU-10001488,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",East,Home Office,Pennsylvania,Furnishings,20.00%,$0 ,3,$254 
Furniture,Columbus,United States,LB-16795,Laurel Beltran,4/23/2018,US-2018-150119,43229,FUR-FU-10002191,G.E. Halogen Desk Lamp Bulbs,East,Home Office,Ohio,Furnishings,20.00%,$8 ,4,$22 
Furniture,Philadelphia,United States,VT-21700,Valerie Takahito,4/5/2019,CA-2019-167010,19143,FUR-FU-10001468,Tenex Antistatic Computer Chair Mats,East,Home Office,Pennsylvania,Furnishings,20.00%,($68),4,$547 
Furniture,Philadelphia,United States,AD-10180,Alan Dominguez,6/14/2019,CA-2019-120439,19120,FUR-FU-10001867,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",East,Home Office,Pennsylvania,Furnishings,20.00%,$5 ,6,$51 
Furniture,Lorain,United States,BE-11455,Brad Eason,5/6/2020,CA-2020-118052,44052,FUR-FU-10004848,DAX Solid Wood Frames,East,Home Office,Ohio,Furnishings,20.00%,$12 ,7,$55 
Furniture,Springfield,United States,PP-18955,Paul Prost,11/10/2020,CA-2020-145177,45503,FUR-FU-10000758,DAX Natural Wood-Tone Poster Frame,East,Home Office,Ohio,Furnishings,20.00%,$30 ,7,$148 
Furniture,Columbus,United States,MP-17470,Mark Packer,1/11/2020,CA-2020-141887,43229,FUR-FU-10002268,Ultra Door Push Plate,East,Home Office,Ohio,Furnishings,20.00%,$9 ,14,$55 
Furniture,Columbus,United States,LB-16795,Laurel Beltran,4/23/2018,US-2018-150119,43229,FUR-CH-10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",East,Home Office,Ohio,Chairs,30.00%,($12),2,$281 
Furniture,Columbus,United States,LB-16795,Laurel Beltran,4/23/2018,US-2018-150119,43229,FUR-CH-10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",East,Home Office,Ohio,Chairs,30.00%,($12),2,$281 
Furniture,Lawrence,United States,BF-11170,Ben Ferrer,12/14/2021,CA-2021-151799,1841,FUR-TA-10003473,Bretford Rectangular Conference Table Tops,East,Home Office,Massachusetts,Tables,30.00%,($53),2,$527 
Furniture,Philadelphia,United States,PO-19195,Phillina Ober,11/20/2019,CA-2019-110891,19140,FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",East,Home Office,Pennsylvania,Chairs,30.00%,($93),4,$344 
Furniture,Philadelphia,United States,MH-18115,Mick Hernandez,5/13/2021,CA-2021-137785,19140,FUR-CH-10001482,Office Star - Mesh Screen back chair with Vinyl seat,East,Home Office,Pennsylvania,Chairs,30.00%,($124),5,$458 
Furniture,Philadelphia,United States,JP-16135,Julie Prescott,11/3/2020,CA-2020-134180,19120,FUR-CH-10004886,Bevis Steel Folding Chairs,East,Home Office,Pennsylvania,Chairs,30.00%,($13),7,$470 
Furniture,Springfield,United States,MP-18175,Mike Pelletier,3/28/2018,US-2018-117380,45503,FUR-TA-10000198,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,East,Home Office,Ohio,Tables,40.00%,($143),1,$331 
Furniture,New York City,United States,LS-16975,Lindsay Shagiari,9/17/2019,US-2019-138919,10035,FUR-TA-10004154,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",East,Home Office,New York,Tables,40.00%,($103),2,$344 
Furniture,Columbus,United States,GM-14455,Gary Mitchum,4/19/2020,US-2020-161396,43229,FUR-TA-10002622,"Bush Andora Conference Table, Maple/Graphite Gray Finish",East,Home Office,Ohio,Tables,40.00%,($58),2,$205 
Furniture,Philadelphia,United States,MH-17290,Marc Harrigan,3/11/2021,US-2021-141558,19140,FUR-TA-10004086,KI Adjustable-Height Table,East,Home Office,Pennsylvania,Tables,40.00%,($46),3,$155 
Furniture,Philadelphia,United States,VT-21700,Valerie Takahito,4/5/2019,CA-2019-167010,19143,FUR-BO-10004218,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",East,Home Office,Pennsylvania,Bookcases,50.00%,($211),5,$352 
Furniture,Tuscaloosa,United States,SR-20425,Sharelle Roach,12/22/2021,CA-2021-100412,35401,FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",South,Home Office,Alabama,Chairs,0.00%,$35 ,2,$142 
Furniture,Henderson,United States,SC-20050,Sample Company A,11/20/2021,CA-2021-154123,42420,FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,South,Home Office,Kentucky,Furnishings,0.00%,$12 ,2,$28 
Furniture,Louisville,United States,AS-10630,Ann Steele,9/22/2020,US-2020-155404,40214,FUR-FU-10004586,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,South,Home Office,Kentucky,Furnishings,0.00%,$6 ,2,$13 
Furniture,Harrisonburg,United States,DH-13675,Duane Huffman,11/15/2019,CA-2019-145324,22801,FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,South,Home Office,Virginia,Furnishings,0.00%,$14 ,2,$40 
Furniture,Waynesboro,United States,AB-10060,Adam Bellavance,3/13/2020,US-2020-108637,22980,FUR-FU-10004864,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",South,Home Office,Virginia,Furnishings,0.00%,$41 ,2,$128 
Furniture,Louisville,United States,SS-20515,Shirley Schmidt,7/24/2019,CA-2019-103135,40214,FUR-FU-10001487,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",South,Home Office,Kentucky,Furnishings,0.00%,$6 ,3,$21 
Furniture,Alexandria,United States,SD-20485,Shirley Daniels,1/26/2018,US-2018-155502,22304,FUR-FU-10001847,Eldon Image Series Black Desk Accessories,South,Home Office,Virginia,Furnishings,0.00%,$4 ,3,$12 
Furniture,Alexandria,United States,SD-20485,Shirley Daniels,1/26/2018,US-2018-155502,22304,FUR-FU-10004587,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",South,Home Office,Virginia,Furnishings,0.00%,$31 ,3,$63 
Furniture,Columbus,United States,ME-17320,Maria Etezadi,6/12/2021,CA-2021-148474,31907,FUR-TA-10002530,"Iceberg OfficeWorks 42"" Round Tables",South,Home Office,Georgia,Tables,0.00%,$68 ,3,$453 
Furniture,Chesapeake,United States,CK-12325,Christine Kargatis,3/14/2018,US-2018-125521,23320,FUR-CH-10003379,Global Commerce Series High-Back Swivel/Tilt Chairs,South,Home Office,Virginia,Chairs,0.00%,$285 ,4,"$1,140 "
Furniture,Hot Springs,United States,CK-12325,Christine Kargatis,4/8/2020,CA-2020-134789,71901,FUR-FU-10003268,Eldon Radial Chair Mat for Low to Medium Pile Carpets,South,Home Office,Arkansas,Furnishings,0.00%,$32 ,4,$160 
Furniture,Columbus,United States,JB-16045,Julia Barnett,5/25/2020,CA-2020-139269,31907,FUR-FU-10000755,Eldon Expressions Mahogany Wood Desk Collection,South,Home Office,Georgia,Furnishings,0.00%,$6 ,4,$25 
Furniture,Columbus,United States,JP-16135,Julie Prescott,3/11/2020,CA-2020-146171,31907,FUR-FU-10004270,"Executive Impressions 13"" Clairmont Wall Clock",South,Home Office,Georgia,Furnishings,0.00%,$32 ,4,$77 
Furniture,Jackson,United States,AB-10255,Alejandro Ballentine,12/20/2020,CA-2020-151155,39212,FUR-FU-10001918,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,South,Home Office,Mississippi,Furnishings,0.00%,$7 ,4,$19 
Furniture,Charlottesville,United States,TW-21025,Tamara Willingham,9/5/2019,CA-2019-135510,22901,FUR-FU-10000820,Tensor Brushed Steel Torchiere Floor Lamp,South,Home Office,Virginia,Furnishings,0.00%,$12 ,4,$68 
Furniture,Arlington,United States,LC-16960,Lindsay Castell,10/20/2020,CA-2020-105753,22204,FUR-FU-10000246,Aluminum Document Frame,South,Home Office,Virginia,Furnishings,0.00%,$18 ,5,$61 
Furniture,Virginia Beach,United States,HP-14815,Harold Pawlan,11/24/2018,CA-2018-122217,23464,FUR-FU-10002045,"Executive Impressions 14""",South,Home Office,Virginia,Furnishings,0.00%,$49 ,5,$111 
